text,review_sentiment
"normal
Site seguro, rastreamento do produto é entrega ok",NEUTRAL
"Não recebi a mercadoria
Não recebi minha encomenda é já mostrou pelo rastreamento q já foi entregue e até hoje nada.
",NEGATIVE
"normal
produto chegou bem antes do prazo ",NEUTRAL
"normal
Multi Bom products entregue antes do Prato recomendo",NEUTRAL
"Não entregaram os lençóis
Não entregaram os lençóis comprados ",NEGATIVE
"normal
A entrega veio no prazo estipulado. A rede é linda!",NEUTRAL
"normal
Na troca de um produto com defeito levam muito tempo e demais uma vergonha oque está acontecendo comigo",NEUTRAL
"normal
Esta demorando muito para entrega",NEUTRAL
"normal
recebi metade do produto .",NEUTRAL
"normal
AINDA NÃO RECEBI O PRODUTO E O STATUS DIZ QUE FOI ENTREGUE. ESSA É A 4A. RECLAMAÇÃO. NENHUMA FOI RESPONDIDA.",NEGATIVE
"normal
So recebemos um relogio pelo correio

att
",NEUTRAL
"Super recomendado
Gostei de comprar com voces, obrigado pelo bom atendimento.",POSITIVE
"normal
Entrega do produto com 15 dias de antecedência ao prazo informado. Parabéns!!! ",NEUTRAL
"normal
Entrega perfeita. Parabéns!",NEUTRAL
"normal
Recebi a boneca Gui Gui, mas a coqueteleira Frida não. Aguardo verificação e retorno.",NEUTRAL
"normal
Produto entregue dentro do prazo e td certo. ",NEUTRAL
"Foto diferente do produto
Foto diferente do produto, quero a troca ou a devolução do dinheiro",NEGATIVE
"normal
Muito bom, entregou bem antes do prazo!",POSITIVE
"normal
muito bom..",NEUTRAL
"normal
Produto chegou antes do prazo.
Recomendo...",NEUTRAL
"normal
Produto entregue conforme contratado.",NEUTRAL
"Vanessa
Parabéns entregaram até antes da data e chegou oque eu pedi certinho 😍",NEGATIVE
"Paguei frete em vão
Paguei frete para que o produto fosse entregue e tive que retirar na agência do Correio!
",NEGATIVE
"Muito bom o produto 
normal",POSITIVE
"normal
primeira vez que fui atendida pela loja ""achei otima""",NEUTRAL
"normal
tudo ok, super dentro do prazo, em perfeito estado.",POSITIVE
"normal
O produto chegou rápido, e é muito bom.",NEUTRAL
"otimo produto
melhor compra q fiz,produto melhor do q anunciado,gostei muito,recomendo a todos,parabens",POSITIVE
"normal
Produto chegou antes d prazo !!!!",NEUTRAL
"normal
Produto perfeito, exatamente como o descrito.",POSITIVE
"normal
Ótimo bebedouro, leve, a água do animal não fica exposto, conserva temperatura agradável. Não molha o pelo do animal.",NEUTRAL
"normal
Ainda não recebi o produto e nem fui comunicada a respeito do motivo do ocorrido. Qual a posição da lannister? ",NEUTRAL
"Muito bom 
Muito profissional a entrega. Perfeito! Ainda teriam 3 dias para entregar e já está na mão. Minha filha é quem agradece. ",POSITIVE
"normal
Mto rápido ",NEUTRAL
"normal
Produto igual ao anunciado, estou super satisfeita.Funciona perfeitamente.",POSITIVE
"Boa Compra, recomendo
Produto entregue com sucesso, agora é utilizar para aferir a qualidade dentro do período de garantia.",POSITIVE
"Otimo
Podem comprar cumpre oque prometem.
Parabens",NEUTRAL
"normal
Recebi rápido e exatamente o que pedi, muito bom.",POSITIVE
"normal
Produto com uma qualidade boa em relação ao preço!",NEUTRAL
"normal
mas entrega se deu um destaque pela eficiência do produto quanto a questão de preço ai deixou a desejar mas recomendo sem duvida",NEUTRAL
"normal
Muito bonito o produto, fiquei satisfeito.",NEUTRAL
"normal
É uma mochila que cabe bastante coisa mas fisicamente é pequena.",NEUTRAL
"normal
Sempre que eu precisar comprarei nesta loja.

",NEUTRAL
"normal
O Produto chegou",NEUTRAL
"Ótimo serviço 
Entrega direitinho, são de confiança, eu recomendo.",POSITIVE
"normal
Gostei do produto mas na entrega deixou a desejar, e não dão informações ao cliente sobre a entrega.. mas o produto é ótimo e lindo! ",NEGATIVE
"Recomendo
Item perfeito, atende todas as minhas necessidades.",POSITIVE
"normal
gOSTEI MUITO",NEUTRAL
"normal
A capinha parecia ser toda preta, mas é uma capinha de celular, sem grandes expectativas.",NEUTRAL
"normal
No anuncio não diz que o produto é ""compatível"" comprei como se fosse Original, apenas percebi quando chegou, se eu soubesse que não era original não teria comprado.",NEUTRAL
"normal
Produto entregue no prazo e material muito bom.
Vale a pena!",NEUTRAL
"normal
Amei são lindos",NEUTRAL
"qualidade
A qualidade da tinta não é boa, A cor laranja, por exemplo, saiu marrom. Não gostei",NEGATIVE
"Ótimo 
Muito bom",POSITIVE
"normal
Rapido e eficiente",NEUTRAL
"normal
Até agora não recebi o produto já passou 4 dias da data da entrega ",NEGATIVE
"normal
Ainda não recebi o produto. Fiz a compra do produto a 30 dias, e estou muito insatisfeito. Até Agora meu problema não foi resolvido",NEGATIVE
"normal
Entrega no prazo, excelente produto.",POSITIVE
"Entrega SUPER rápida.
Amei !",POSITIVE
"normal
Adorei o produto.. pra mim é muito útil...bem o q eu precisava. Obrigada",NEUTRAL
"normal
Apenas ainda não provei o produto para checar se tudo funcionando ",NEUTRAL
"normal
Entrega ótima ",NEUTRAL
"Positiva 
Muito bonito e de boa qualidade ",POSITIVE
"normal
Deu tudo certo",NEUTRAL
"Nota10
Muito bom e.rápido chegou antes.do prazo 👍👍👍👍",POSITIVE
"Falso
O cartão que recebi é falso.
Começou com a cor do cartão que não era a mesma da foto site. o celular e Pc não reconheceram o cartão. por fim, descobri que a sigla do prodt. É para uma capacidade meno",NEGATIVE
"normal
DEMORA NA ENTREGA ,PRODUTO RUIM RESUMO NÃO GOSTEI",NEUTRAL
"normal
Adorei o produto,chegou antes do prazo estipulado.Estou muito satisfeita.",POSITIVE
"normal
Recebi antes do prazo previsto !!!!super recomendo ",POSITIVE
"Chegou antes do tempo 
Produto bem embalado. Chegou antes do prazo. 
Fiquei muito satisfeita como sempre! ",POSITIVE
"normal
Entrega dentro do prazo! Tudo ok. ",NEUTRAL
"normal
Gostei muito em ter feito essa compra com vocês,em ter recebido a mercadoria antes do prazo com todos os acessórios corretos",NEUTRAL
"Muito Bom
Só imaginei que fosse maior a boneca. Mais é legal ",POSITIVE
"normal
Chegou antes do prazo de entegra . ",NEUTRAL
"normal
Produto aind não foi entregue e já passou o prezo dado pela empresa 
",NEGATIVE
"normal
Produto de ótima qualidade preço justo ",NEUTRAL
"Recomendo
O produto foi entregue em tempo recorde!
Perfeito",POSITIVE
"normal
Ótimo produto e entregue antes do prazo ",NEUTRAL
"Atende o que promete
Produto atende o que promete relativo a estender internet sem fio. Funciona bem e é fácil de configurar.",POSITIVE
"Muito bom!
De ótima qualidade. Cerdas super macias.",POSITIVE
"normal
Fiquei extremamente satisfeito com a compra pelo site, produto entregue de acordo com o pedido, e em um detalhe, ENTREGUE 10 dias antes do prazo previsto. Excelete !!!",POSITIVE
"normal
responsabilidade e correção com a compra
",NEUTRAL
"OTIMO
OK RECOMENDO",POSITIVE
"normal
Satisfeita com o produto,obrigada!",NEUTRAL
"Elogio
Produto original, como na foto.",POSITIVE
"normal
Preciso resolver um.problema comprei dois produtos mais recebi apenas um",NEGATIVE
"normal
Adorei chegou tudo direitinho, E antes do dia previsto da entrega. ",NEUTRAL
"Muito bom
Ótimo produto recomendo chegou bem antes do prazo",POSITIVE
"Exelente
Minha primeira compra veio certinho. ",POSITIVE
"Produto veio diferente
O produto que pedi veio numa numeração diferente da que havia pedido ",NEGATIVE
"normal
Produto atendeu minhas expectativas e se encaixou exatamente como eu precisava. Chegou no prazo. ",NEUTRAL
"normal
Comprar nas lojas lannister e Tudo de bom... 

Entrega rapida , Preco Bom !!! Somente o frete que deveria ser um pouco mais barato .... ",NEUTRAL
"normal
adorei o produto! otima qualidade !",POSITIVE
"RECOMENDO
ótimo produto, ótimo atendimento, entrega..",POSITIVE
"normal
O PRODUTO VEIO COM DEFEITO E NÃO CONSIGO CANCELAR",NEGATIVE
"normal
Chegou corretamente mas atrasou. O produto é muito bom.",NEUTRAL
"normal
Produto excelente,veio como descrito e dentro do prazo ",POSITIVE
"normal
não recebi o produto ainda...",NEGATIVE
"Muito bom
gostei recomendo",POSITIVE
"otimo
ocorreu tudo nos conforme, excelente",POSITIVE
"normal
produto chegou certinho antes do prazo",NEUTRAL
"normal
Excelente atendimento, produto chegou antes do previsto, muito obrigada.",POSITIVE
"normal
Lindo bem resistente e macio",NEUTRAL
"normal
Cortina muito bonita! ",POSITIVE
"normal
Comprei 3 produtoa e so recebi 2 , gostaria de saber o que falta porque nao recebi???",NEUTRAL
"Recomendo
Gostei de adquirir produtos desta loja. Estou satisfeita.",POSITIVE
"Recomendo
Excelente produto, chegou rapido e alem das expectativas. ",POSITIVE
"normal
Produto de boa qualidade e chegou em perfeito estado .",NEUTRAL
"normal
Muito boa mas pra quem tá iniciando melhor a fio laser ",NEUTRAL
"Maravilhosa 
Superou nossas expectativas, mochila linda , bem espaçosa. Super recomendo a mochila é top!",POSITIVE
"normal
Poderia ter vindo melhor embalado, o relógio chegou com alguns riscos mas é um ótimo produto ",NEUTRAL
"normal
gostaria de trocar por outro grau o que me enviaram está errado seria _2,75",NEUTRAL
"normal
Produto de qualidade e muito confortável. Tudo entregue dentro do prazo, eu recomendo.",NEUTRAL
"normal
Empresa comprometida com o atendimento ao cliente e idônea nos produtos que vendem ",NEUTRAL
"normal
Meu produto tá a mostrando que ainda estar em transporte.",NEUTRAL
"normal
OTIMO , ",NEUTRAL
"nao
demora na entrega. e produto pesado demais",NEGATIVE
"normal
Produto de pessima qualidade e ainda por cima a cor da foto nao é exatamente a cor da colcha. ",NEGATIVE
"Super Recomendado
normal",POSITIVE
"normal
Demorou muito pra chegar",NEUTRAL
"normal
Comprei o produto e o mesmo chegou muito antes do prazo dado, e chegou exatamente como no anúncio! Ótimo produto!",NEUTRAL
"normal
O pedido veio errado. Está a maior burocracia p trocar. Eles jogam p lannister' e a lannister' diz que eu tenho que resolver com eles. -.-' ",NEGATIVE
"normal
Produto como o da foto e descrição. Gostei! Deveria ter foto na mão de uma modelo para ter noção do tamanho... achei menor do que achava ser",NEUTRAL
"Excelente
Excelente produto",POSITIVE
"normal
Comprei o produto há mais de 20 dias úteis e ainda não foi entregue.",NEGATIVE
"normal
O produto veio estourado ",NEGATIVE
"bom
recomendo a loj baratheon ",POSITIVE
"Falta de respeito
Uma vergonha uma empresa vender um livro, mas entregar outro que de nada serve para meus estudos. Optei por comprar com a empresa e agora não há mais em outras e nem nessa porcaria... revoltado.",NEGATIVE
"normal
Só recebi abolça o kit berco não ",NEGATIVE
"normal
A RESPONSABILIDADE DE ENTREGA DO PRODUTO É DO VENDEDOR, SE OS CORREIOS ESTÃO COM PROBLEMAS, NÃO É CULPA DO COMPRADOR. MINHA FILHA FICOU SEM PRESENTE DE ANIVERSARIO. NÃO TEM DINHEIRO QUE PAGUE ISSO.",NEUTRAL
"NÃO RECOMENTO
Fiz o seguinte pedido: Carregador Qi Sem Fio Base Premium Samsung Stand Wireless

Chegou esse: Baseus Fino Qi Carregador Sem Fio
",NEGATIVE
"normal
Excelente produto e uma loja de ótima confiança",POSITIVE
"normal
GOSTEI MUITO DO PRODUTO COMPRADO . BONITO E LEVE PARA ESSA ONDA DE CALOR. 
SÓ NÃO GOSTEI PORQUE COMPREI 2 COLCHAS E ME FOI COBRADO O VALOR DE 2 FRETES. ACHEI SEM NECESSIDADE E INJUSTO",NEUTRAL
"normal
 SATISFEITO COM O PRODUTO",NEUTRAL
"normal
Adorei o urso de pelúcia. A loja entregou no prazo é muito bem embalado. Gostei tanto que comprei mais.",NEUTRAL
"normal
Bom produto com 2 pontos para encaixar a lâmina e é base de fechamento onde trás segurança ao travar.
Peso ideal para ter melhor precisão no acabamento do pezinho",NEUTRAL
"normal
Chegou antes do prazo, parabéns.",NEUTRAL
"normal
Estou sem trabalha por que o meu kit de tesouras fio de navalha não chego e eu quero receber sou cliente a tanto tempo e acontece isso comigo como vai ficar minha cituaçao ",NEUTRAL
"Preço x qualidade
O produto foi exatamente o que eu solicitei e ainda me enviaram uma fita métrica e um lápis para marcação. Show! obrigada! Super indico. ",POSITIVE
"normal
A loja entregou o produto com coesão, dentro do prazo estipulado e com embalagem em bom estado. Recomendo.",NEUTRAL
"normal
Ainda não usei, mas achei lindas as toalhas..",NEUTRAL
"normal
O filtro esta rachado na parte inferior.",NEUTRAL
"normal
Seria melhor se o prazo não fosse tão longo. Mas chegou antes da data prevista!",NEUTRAL
"normal
Desisti da compra enquanto o produto ainda estava na transportadora e a loja nao atende meu pedido. Nao respondem minha solicitacao de código de envio para devolução. Nao retornam meus emails.",NEGATIVE
"normal
Ótima compra.. Qualidade excelente e o valor melhor ainda .. Recomendo ",POSITIVE
"Pedido com 10 toalhas 
Não recebi ainda esse pedido",NEGATIVE
"ENTREGA SUPER RAPIDA
normal",POSITIVE
"normal
Muito bom o produto ",NEUTRAL
"normal
costura bem acabada 
barra pequena 
bom caimento",NEUTRAL
"normal
Gostei muito bom",POSITIVE
"normal
Gosto muito de comprar pela loja on-line recebo tudo que peço. ",NEUTRAL
"Excelente produto 
Adorei o cobertor. Muito confortável e bom custo benefício.",POSITIVE
"Termômetro de forno
Otimo produto para quem cozinha e precisa controlar a temperatura do forno.",POSITIVE
"super recomendo
Rapidez na entrega. Super recomendo",POSITIVE
"normal
Beleza sempre a pena comprar nesse site!!!",NEUTRAL
"Recomendo
Produto recebido muito antes do prazo de entrega e custo benefício excelente, as poltronas são lindas.",POSITIVE
"normal
Produtos muito bons! ",POSITIVE
"normal
Foi uma compra com sucesso ,conforme o pedido foi feito foi entregue no prazo👍👍👍",NEUTRAL
"normal
Estou esperando o pedido sei que o correio sempre atrasa",NEUTRAL
"normal
lannister é top.",POSITIVE
"Top
Top",POSITIVE
"normal
Produto entregue no prazo é de ótima qualidade",NEUTRAL
"Comprei 2 produtos
O case para HD, chegou corretamente, mas a capa para notebook não foi entregue, só havia 1 encomenda no pacote.",NEGATIVE
"Excelente 
Tudo ótimo ",POSITIVE
"normal
Regular",NEUTRAL
"normal
excelente, recomendo pra todos",POSITIVE
"Produto com defeito
O produto nunca ligou ou acendeu nada. Passou um bom tempo carregando mas nada aconteceu",NEGATIVE
"normal
Entregou o produto no prazo recomendo 
",NEUTRAL
"normal
A aminha esposa amou o produto 
Super recomendo
Entregou antes do prazo😍",POSITIVE
"Ótima 
Tudo bom",POSITIVE
"normal
Linda a rede de dormir e estou satisfeita pq a entrega foi antes do prazo.",NEUTRAL
"normal
Produto entregue no prazo e conforme anunciado",NEUTRAL
"Recomendo.
Apesar do cabo ser um pouco curto, é um ótimo produto. Chegou dentro do prazo estabelecido.",POSITIVE
"normal
Eu recomendaria está loja,foi tudo perfeito do jeito que pedi, muito obrigada.",NEUTRAL
"gostei e recomendo
ótimo produto loja tudo muito ótimo.",POSITIVE
"normal
Sei que esse não e o canal ideal, estou ha dias tentando realizar esse cancelamento e não estou conseguindo.
Recebi o produto, porém minha filha ganhou o mesmo produto do pai. Preciso cancelar.",NEGATIVE
"normal
Chegou rápido e o produto tem ótimo acabamento. Lindo.",NEGATIVE
"normal
Super recomendo produto de excelente qualidade.",POSITIVE
"normal
Bom produto e preço justo.

",NEUTRAL
"normal
Lindo , super macio e bem leve,e antiderrapante ... ainda nao lavei , parece ser bem fácil pra lavar ",NEUTRAL
"normal
Precisod o meu produto pois efetuei o pagamento! :(",NEUTRAL
"normal
Adore ! muito bonita e muito fácil de montar",POSITIVE
"normal
Recebi antes do prqzo",NEUTRAL
"normal
Estou muito satisfeito com minha compra.
A entrega foi muito antes do prazo combinado ",POSITIVE
"normal
Chegou antes do prazo, tudo tranquilo !",NEUTRAL
"normal
Sempre satisfeita com tudo que peço por aqui.obrigada",NEUTRAL
"normal
entregaram antes da data, o produto é bom. 
obrigada ",NEUTRAL
"normal
Enchimento de almofadas de baixa qualidade. Não recomendo. Cada uma de um tamanho e grossura diferentes. Tecido veio rasgado. Horrível.",NEGATIVE
"normal
Produto faz o que promete.",NEUTRAL
"normal
Melhor saite para entrega, chegou antes do prazo.",NEUTRAL
"normal
Produto enviado diferente do solicitado",NEUTRAL
"Otimo
Produto bom veio bem bonito como na foto e chegou antes do prazo",POSITIVE
"normal
Ate o momento minhas compras sempre chegaram, mas até o momento ela está em Belém e não chegou",NEGATIVE
"normal
a entrega foi demorada, mas o produto é bom.",NEUTRAL
